FileName,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise
face-1749-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1745-1-Go.png,0.001504247,0.000630911,0.002371203,0.003267268,3.04E-05,0.7161049,0.004738471,0.271352619
face-1750-1-Go.png,0.010488837,0.006339677,0.09281962,0.004693274,0.005011091,0.5431264,0.022277283,0.315243781
face-1744-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1743-3-Go.png,0.001011953,0.001737437,0.000240807,0.000299341,0.001222127,0.9847034,0.006058273,0.004726668
face-1742-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1741-8-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1741-7-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1741-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1738-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1737-6-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1739-5-Go.png,0.001639804,0.001355676,0.001372471,8.72E-06,0.467062026,0.524698436,0.003205854,0.00065703
face-1740-3-Go.png,0.006930516,0.004156733,0.0040938,0.001280767,0.034702748,0.8997565,0.032826524,0.01625243
face-1740-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1741-1-Go.png,0.012775204,0.008211983,0.010487362,0.000353461,0.046029635,0.8970556,0.007779778,0.01730697
face-1738-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1739-8-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1739-6-Go.png,0.058863353,0.020224845,0.016278606,0.0025398,0.00827664,0.756209731,0.132837459,0.004769539
face-1737-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1737-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1737-3-Go.png,0.011500124,0.002619773,0.004990043,0.000189916,0.000724678,0.9688925,0.007482317,0.003600616
face-1736-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1736-1-Go.png,0.037411492,0.003636596,0.002925503,0.00630387,0.001575107,0.9057123,0.03025474,0.012180405
face-1736-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1735-6-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1735-4-Go.png,0.009407789,0.001023,0.018194392,0.001375227,0.000490187,0.8421804,0.042690147,0.08463886
face-1734-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1734-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1735-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1734-3-Go.png,0.017105078,0.003092874,0.003758613,0.000388072,0.002187519,0.9414566,0.029575367,0.00243589
face-1733-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1733-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1733-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1732-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1732-1-Go.png,0.01610298,0.00119089,0.020482026,0.000772095,0.001727228,0.4052192,0.010855516,0.543650031
face-1731-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1727-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1729-3-Go.png,0.002579842,0.001186482,0.005432611,0.000964559,0.9562249,0.020309683,0.012393034,0.000908896
face-1728-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1731-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1731-3-Go.png,0.023281628,0.003414863,0.004300217,0.000483323,0.002728373,0.9346297,0.02552735,0.005634541
face-1731-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1730-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1730-4-Go.png,0.019362258,0.009163745,0.047774702,0.00108216,0.07153,0.79925245,0.025301453,0.0265332
face-1726-1-Go.png,0.001088602,0.001422637,0.000875608,1.60E-05,0.000163798,0.993259,0.001405816,0.001768536
face-1725-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1724-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1723-2-Go.png,0.004467409,5.49E-05,9.02E-05,0.000509313,0.004391853,0.980147958,0.001444913,0.008893473
face-1722-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1721-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1720-1-Go.png,0.003803497,0.001562417,0.000409176,2.44E-05,0.051922258,0.9398155,0.000919067,0.001543679
face-1711-5-Go.png,0.044718742,0.01894056,0.04681427,0.000339473,0.225026,0.651975632,0.006544796,0.005640514
face-1711-12-Go.png,0.005059816,0.002866572,0.001661213,4.49E-05,0.09458099,0.8912818,0.003950045,0.000554637
face-1711-4-Go.png,0.012298677,0.014761046,0.026797917,0.003695456,0.05917228,0.8020663,0.068223305,0.012984988
face-1717-1-Go.png,0.009683595,0.006068641,0.002737723,0.001372775,0.002018318,0.909823239,0.009695682,0.058600005
face-1718-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1719-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1716-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1715-1-Go.png,0.008631456,0.000429039,0.000236771,3.64E-06,0.017460864,0.91054523,0.06264734,4.57E-05
face-1714-1-Go.png,0.104393087,0.001201556,7.83E-05,1.81E-06,2.65E-08,0.893327236,0.000967332,3.06E-05
face-1711-1-Go.png,0.038506687,0.001921462,0.002851243,2.07E-06,8.84E-05,0.927654564,0.028916737,5.89E-05
face-1710-2-Go.png,0.060581535,0.023224238,0.07316363,0.001665421,0.016121054,0.789887667,0.0226212,0.012735229
face-1710-10-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1710-1-Go.png,0.006150208,0.003251951,0.002962497,0.00083639,0.01732186,0.9141618,0.04123162,0.014083661
face-1709-2-Go.png,0.011049787,0.07619054,0.03167552,1.37E-06,0.039968893,0.835797668,0.005265974,5.02E-05
face-1708-2-Go.png,0.017384175,0.000202485,0.000863158,0.000842245,0.048966393,0.896316051,0.004981847,0.030443646
face-1707-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1706-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1704-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1705-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1703-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1700-1-Go.png,0.005682067,0.000815536,0.000100779,0.000131629,0.001560333,0.981695533,0.009236461,0.000777635
face-1702-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1699-1-Go.png,0.000101112,0.001223977,0.000248494,2.73E-05,4.98E-05,0.992426336,0.003476406,0.002446554
face-1698-1-Go.png,0.002734931,7.38E-06,0.000125042,0.001183054,0.002191999,0.108671181,0.000204194,0.8848822
face-1697-1-Go.png,0.147312135,0.003069241,0.05554528,0.000400751,0.003786546,0.772457659,0.004928768,0.012499638
face-1696-3-Go.png,0.046041537,0.000235776,0.00236016,0.003935939,0.004929058,0.8211318,0.004643352,0.116722338
face-1690-7-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1690-8-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1691-1-Go.png,0.03616228,0.027288392,0.003491432,1.07E-05,0.001663527,0.90988946,0.021405447,8.88E-05
face-1693-3-Go.png,0.001212453,0.000227149,8.94E-05,2.25E-06,0.001819709,0.995155036,0.00127931,0.000214662
face-1694-2-Go.png,0.000848924,0.000144091,0.00012135,4.88E-06,0.8225603,0.175426066,0.000468249,0.000426104
face-1695-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1692-1-Go.png,0.003799089,0.000366651,0.000266163,0.000136138,0.005749039,0.982706,0.006190406,0.000786494
face-1691-10-Go.png,0.002198828,0.000216637,0.000243979,5.37E-06,0.000604816,0.9883442,0.008295504,9.07E-05
face-1691-2-Go.png,0.118293576,0.03653847,0.067832984,0.000645444,0.003638493,0.226208523,0.5458737,0.000968804
face-1690-1-Go.png,0.144905478,0.049308095,0.108898386,0.000555818,0.001095031,0.126291573,0.5684419,0.000503684
face-1689-9-Go.png,0.042368736,0.006857951,0.00931794,0.000288469,0.003470343,0.9124505,0.022828117,0.002417944
face-1689-10-Go.png,0.103201866,0.003842427,0.019305809,1.90E-05,0.000456809,0.8594052,0.003928539,0.009840338
face-1689-1-Go.png,0.146788672,0.0669019,0.086423725,0.000332783,0.000255327,0.5785806,0.116579987,0.004136996
face-1688-2-Go.png,0.002577076,0.000591287,0.001362416,0.002277043,0.006583423,0.9253734,0.045348484,0.015886907
face-1687-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1686-1-Go.png,0.008294204,0.004739065,0.0118542,0.000509129,0.001902968,0.951494038,0.007760085,0.013446334
face-1685-1-Go.png,0.2119214,0.004358196,0.06411815,0.000189058,0.000585291,0.6865507,0.005752133,0.026525123
face-1684-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1683-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1683-1-Go.png,0.1787208,0.025063798,0.020662427,0.002006901,0.006071638,0.643711269,0.118199244,0.005563917
face-1680-2-Go.png,0.008638945,0.000413035,0.000336945,5.70E-05,0.002260028,0.979270041,0.00716454,0.001859417
face-1682-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1679-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1678-3-Go.png,0.025368433,0.000554619,0.002738809,0.000463599,0.002661221,0.8842121,0.07955503,0.004446216
face-1676-1-Go.png,0.017054647,0.009690367,0.010679022,0.006890458,0.013574373,0.8377565,0.058939822,0.045414783
face-1675-4-Go.png,0.007540029,0.000412936,0.000808782,0.001803467,0.003489902,0.8683148,0.003788755,0.113841318
face-1673-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1673-1-Go.png,0.005254809,0.000178705,7.66E-05,0.000303728,0.001209052,0.971328,0.020487202,0.001161894
face-1674-3-Go.png,0.014598865,0.000495711,0.005361109,0.003669526,0.000404065,0.5709065,0.004181644,0.400382549
face-1672-1-Go.png,0.004667593,0.00100065,0.000532724,0.000123518,0.000677919,0.9823902,0.009810167,0.000797183
face-1670-2-Go.png,0.000486077,1.50E-06,1.33E-06,7.04E-07,0.000166839,0.9985507,0.00074125,5.16E-05
face-1669-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1671-3-Go.png,0.005388555,0.000283431,0.000197626,9.24E-05,0.00120157,0.985482156,0.006881847,0.000472392
face-1667-1-Go.png,0.002556161,0.001571812,0.000796961,0.000162482,0.008145377,0.97539115,0.002715055,0.008660998
face-1668-3-Go.png,0.001810785,0.000136169,0.000383442,0.004649136,0.000898912,0.9297993,0.004097132,0.058225125
face-1666-1-Go.png,0.004040681,0.001346067,7.48E-05,3.76E-06,7.83E-05,0.993131459,0.001096443,0.000228577
face-1665-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1663-3-Go.png,0.004465373,7.16E-06,2.63E-05,7.66E-05,0.000189234,0.9894739,0.000437462,0.005323952
face-1664-1-Go.png,0.01510474,0.001158632,0.002627004,0.009730874,0.003597921,0.4820147,0.002851493,0.482914656
face-1662-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1659-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1657-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1656-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1655-2-Go.png,0.001433265,0.00222921,0.003294732,7.23E-05,0.8180782,0.169541836,0.00181732,0.003533174
face-1653-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1654-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1652-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1648-1-Go.png,0.011432767,0.00079243,0.001559425,0.00086255,0.006863007,0.9666723,0.004512405,0.00730509
face-1650-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1651-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1647-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1620-1-Go.png,0.00015648,2.49E-05,2.04E-05,2.26E-06,0.9968254,0.002864449,7.76E-05,2.86E-05
face-1618-1-Go.png,0.011580018,0.001432915,0.015049346,2.37E-05,0.000370274,0.9664678,0.00380926,0.001266668
face-1617-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1617-1-Go.png,0.008772604,0.005909644,0.00724084,6.80E-05,0.003772384,0.965434849,0.003944939,0.00485672
face-1616-1-Go.png,0.01477491,0.004823671,0.057967715,9.71E-05,0.004307135,0.9001342,0.004837722,0.013057528
face-1615-1-Go.png,0.000709565,0.000289046,0.001552668,0.000109746,4.09E-05,0.8605288,0.000362705,0.136406541
face-1613-1-Go.png,0.008603446,0.009372975,0.006770133,2.39E-06,0.009621694,0.9646087,0.000566803,0.000453828
face-1614-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1611-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1610-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1607-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1606-1-Go.png,0.489487946,0.003640073,0.021310773,0.001379991,0.012073553,0.458141118,0.004357872,0.009608669
face-1602-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1595-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1600-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1582-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1583-1-Go.png,0.190267682,0.00201615,0.042340923,0.007811426,0.005750399,0.5064134,0.021842577,0.223557413
face-1588-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1582-1-Go.png,0.011757316,0.141479552,0.008596153,0.000427359,0.03335316,0.7744965,0.028710658,0.0011793
face-1581-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1577-1-Go.png,0.005258836,0.001909233,0.000820924,0.000238597,0.001538257,0.9580072,0.006130591,0.026096351
face-1578-1-Go.png,0.001150093,0.000175936,0.00033451,0.000204557,0.000518529,0.972857237,0.022639548,0.002119614
face-1580-1-Go.png,0.000251083,0.000273828,3.03E-05,0.000190274,0.01088162,0.981626,0.003082796,0.00366411
face-1579-1-Go.png,0.000118927,0.000385609,2.27E-05,0.000101375,0.006583649,0.986807466,0.004913219,0.001067122
face-1576-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1575-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1574-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1573-1-Go.png,0.000407767,0.006203202,0.000466627,7.87E-05,0.000971577,0.95528245,0.010455168,0.026134543
face-1572-1-Go.png,0.065272756,0.011332335,0.06652347,0.003858808,0.002870512,0.7141171,0.09383375,0.042191234
face-1569-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1567-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1568-1-Go.png,0.001959773,0.000624912,0.000122158,3.24E-05,0.009025864,0.986968458,0.000704419,0.000562008
face-1566-1-Go.png,0.015932046,0.003974433,0.003795404,0.002007098,0.1280527,0.654211044,0.010047478,0.18197979
face-1564-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1565-2-Go.png,0.037939757,0.001629053,0.002182085,0.000231244,0.035940856,0.9139262,0.005906189,0.002244629
face-1562-1-Go.png,0.002727841,0.000562987,0.002718173,0.002094634,0.000250033,0.7656318,0.108590923,0.117423624
face-1561-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1563-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1561-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1558-3-Go.png,0.002712194,0.0020536,0.003585977,0.005458027,0.301660448,0.564464,0.100428656,0.019637125
face-1560-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1559-4-Go.png,0.000836368,0.000174643,0.000153885,0.000146468,0.000131234,0.975307941,0.020463783,0.00278568
face-1557-3-Go.png,0.1308893,0.049466964,0.301709,0.002242742,0.2303444,0.230757087,0.04802836,0.006562154
face-1556-5-Go.png,0.000568057,0.000360852,0.004605908,0.00969267,0.000500046,0.662367165,0.247640759,0.07426453
face-1555-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1548-3-Go.png,0.002704824,0.007334575,0.019948814,0.001134883,0.03769322,0.80728966,0.08169806,0.04219593
face-1546-1-Go.png,0.001428186,0.000493637,0.00036399,2.62E-05,0.000122066,0.992343068,0.00284426,0.002378645
face-1547-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1550-4-Go.png,0.009841574,0.005302588,0.056127444,0.001242717,0.05298264,0.6355413,0.046328798,0.192632914
face-1554-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1553-1-Go.png,0.001204465,0.000135568,0.000205367,0.000302068,0.001076706,0.9684308,0.005665202,0.022979807
face-1552-5-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1552-1-Go.png,0.002851097,0.000919557,0.000289498,0.000156699,8.85E-05,0.9912075,0.00179494,0.002692191
face-1544-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1549-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1543-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1542-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1540-3-Go.png,0.009289398,0.011571123,0.100246981,0.002639024,0.005069702,0.7070295,0.057634786,0.106519476
face-1539-1-Go.png,0.01702788,0.006795466,0.07741669,0.019546704,0.004112585,0.5077464,0.2714754,0.095878884
face-1538-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1537-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1534-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1534-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1536-1-Go.png,0.00029141,0.001335468,0.001794284,1.05E-05,0.8574152,0.137980908,0.001072512,9.97E-05
face-1533-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1533-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1532-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1531-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1532-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1530-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1529-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1643-1-Go.png,0.001998035,0.000212167,0.000160771,2.30E-05,0.000203302,0.992043555,0.005096278,0.000262969
face-1527-1-Go.png,0.002586512,0.003013983,0.001581225,0.000864925,0.001590666,0.9351281,0.017129038,0.038105533
face-1524-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1523-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1521-15-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1521-14-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1642-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1521-11-Go.png,0.053511847,0.000398518,0.003606988,5.63E-05,0.000708095,0.9347146,0.005960186,0.001043499
face-1521-2-Go.png,0.002980643,0.004202242,0.001272985,6.28E-05,0.006564638,0.978635848,0.005184832,0.001095999
face-1521-4-Go.png,0.000457762,0.001804277,0.000424005,7.99E-05,0.619154453,0.37215808,0.005164125,0.000757337
face-1521-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1519-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1641-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1516-3-Go.png,0.011537963,0.00537244,0.023310771,0.000164398,0.028229905,0.91345036,0.008395144,0.009539008
face-1518-2-Go.png,0.06714281,0.056752328,0.236313954,0.000867983,0.010336899,0.497044027,0.1028784,0.028663611
face-1515-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1514-1-Go.png,0.01825507,0.02266014,0.090194024,0.002864621,0.009308283,0.696910262,0.1304111,0.029396473
face-1512-1-Go.png,0.012936928,0.00396638,0.003354853,0.000827333,0.00523797,0.8823178,0.088881694,0.002477035
face-1640-1-Go.png,0.002677927,0.000477069,0.001038101,0.006234115,0.002553335,0.346227467,0.001430055,0.6393619
face-1511-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1509-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1508-1-Go.png,0.003352261,7.66E-05,4.60E-05,1.82E-05,0.000125652,0.9931275,0.00235123,0.000902543
face-1509-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1506-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1639-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1503-3-Go.png,0.002265505,0.000135344,0.004037694,0.006674056,1.31E-05,0.454256028,0.1314676,0.401150674
face-1504-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1505-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1502-3-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1502-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1499-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1498-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1497-1-Go.png,0.000997373,0.001097621,0.000736599,0.0003885,0.000341771,0.983407438,0.008020943,0.005009727
face-1495-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1638-1-Go.png,0.000645145,0.001079964,0.000135291,0.008274888,0.000168933,0.6439931,0.002421489,0.3432812
face-1494-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1491-1-Go.png,0.004804835,0.000277826,0.001903759,8.14E-05,4.63E-05,0.885559261,0.106095113,0.001231444
face-1492-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1489-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1637-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1488-6-Go.png,0.00351704,4.52E-05,9.95E-05,2.36E-06,0.000171608,0.993887,0.00218946,8.77E-05
face-1488-1-Go.png,0.00138069,0.00094578,0.000575228,0.000112475,0.001029879,0.9425779,0.052528366,0.000849702
face-1487-4-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1487-1-Go.png,0.003221687,0.000412741,0.001330765,1.06E-05,2.00E-05,0.989726,0.000592234,0.004686071
face-1482-3-Go.png,0.005116499,0.009299659,0.043523014,0.01542137,0.000115563,0.464038551,0.4174089,0.045076422
face-1486-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1485-1-Go.png,0.000491254,0.000278748,0.001021661,1.68E-06,9.58E-05,0.813174963,0.184867665,6.82E-05
face-1636-1-Go.png,0.002610911,0.000124166,0.001839333,0.011504619,6.59E-05,0.052114047,8.36E-05,0.931657434
face-1481-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1478-1-Go.png,0.001555964,0.000384557,0.000356123,2.23E-06,2.28E-05,0.9347963,0.062830485,5.15E-05
face-1480-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1635-1-Go.png,0.000737275,2.78E-05,0.00012286,0.0027558,5.18E-05,0.135757923,2.75E-05,0.8605191
face-1479-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1477-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1476-2-Go.png,0.001413873,8.55E-05,0.001326375,0.00270288,2.23E-05,0.855896533,0.02698907,0.111563481
face-1475-3-Go.png,0.008370385,0.003711553,0.018591138,0.026503336,0.000500843,0.7408777,0.04261024,0.1588348
face-1474-3-Go.png,0.000436724,0.003253288,0.011728642,0.002735739,9.46E-05,0.4891926,0.48210147,0.01045693
face-1473-2-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1472-3-Go.png,0.010227029,0.000291473,0.001183026,0.000784539,0.001041958,0.926842153,0.002604531,0.057025306
face-1634-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1464-1-Go.png,0.005411109,0.015481332,0.003057872,0.000148017,0.018814627,0.943598151,0.012196251,0.001292628
face-1465-17-Go.png,0.00320757,0.013607735,0.004374293,3.54E-05,0.155090675,0.769202352,0.054255925,0.000226036
face-1455-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1633-1-Go.png,0.000300323,0.000114831,0.004059754,0.000585439,0.005387936,0.7932249,0.00035622,0.19597064
face-1463-1-Go.png,0.000982299,2.18E-05,2.24E-05,0.000231572,0.2963877,0.6479094,0.000715219,0.053729586
face-1471-1-Go.png,0.008214095,0.000168169,0.005273882,0.000351188,5.63E-05,0.6618029,0.002389392,0.321744055
face-1470-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
face-1469-2-Go.png,0.001482839,0.000456338,0.000807272,0.00011772,0.002074454,0.9753542,0.017603956,0.002103243
face-1468-1-Go.png,NA,NA,NA,NA,NA,NA,NA,NA
