file,FaceID,minX,maxX,minY,maxY,player1,player2,graphic,person,situation,bg,shotangle,boxID,detect,obscured,lighting,headangle,glasses,visorhat,type,FileName,PlayerNumber
2016_MCA_R02_CSurezNavarro_ESP_vs_MSakkari_GRE_WS213_clip.0124.png,1149-1-Go,278,375,65,178,CSurezNavarro,MSakkari,Live image,Person,Court player close-up,Court,Birds Eye,1,Player,Yes,Shaded,Profile,No,No,Google,face-1149-1-Go.png,1
2016_MCA_R02_CSurezNavarro_ESP_vs_MSakkari_GRE_WS213_clip.0131.png,1152-1-Go,352,531,125,333,CSurezNavarro,MSakkari,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Other,No,No,Google,face-1152-1-Go.png,1
2016_MCA_R02_CSurezNavarro_ESP_vs_MSakkari_GRE_WS213_clip.0132.png,1153-1-Go,147,446,28,376,CSurezNavarro,MSakkari,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Other,No,No,Google,face-1153-1-Go.png,1
2016_MCA_R02_CSurezNavarro_ESP_vs_MSakkari_GRE_WS213_clip.0135.png,1155-1-Go,356,474,54,191,CSurezNavarro,MSakkari,Live image,Person,Court player close-up,Logo wall,Birds Eye,1,Player,No,Shaded,Profile,No,No,Google,face-1155-1-Go.png,1
2016_MCA_R02_CSurezNavarro_ESP_vs_MSakkari_GRE_WS213_clip.0136.png,1156-1-Go,286,435,76,249,CSurezNavarro,MSakkari,Live image,Person,Court player close-up,Logo wall,Birds Eye,1,Player,Yes,Shaded,Profile,No,No,Google,face-1156-1-Go.png,1
2016_MCA_R02_CSurezNavarro_ESP_vs_MSakkari_GRE_WS213_clip.0156.png,1163-1-Go,346,484,63,224,CSurezNavarro,MSakkari,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1163-1-Go.png,1
2016_MCA_R03_CSurezNavarro_ESP_vs_EKulichkova_RUS_WS307_clip.0018.png,1200-1-Go,345,556,36,280,CSurezNavarro,EKulichkova,Live image,Person,Court player close-up,Court,Birds Eye,1,Player,Yes,Partially shaded,Other,No,No,Google,face-1200-1-Go.png,1
2016_MCA_R03_CSurezNavarro_ESP_vs_EKulichkova_RUS_WS307_clip.0020.png,1202-1-Go,334,390,83,149,CSurezNavarro,EKulichkova,Live image,Person,Court in play,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1202-1-Go.png,1
2016_MCA_R03_CSurezNavarro_ESP_vs_EKulichkova_RUS_WS307_clip.0022.png,1204-1-Go,286,411,140,284,CSurezNavarro,EKulichkova,Live image,Person,Court in play,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Other,No,No,Google,face-1204-1-Go.png,1
2016_MCA_R03_CSurezNavarro_ESP_vs_EKulichkova_RUS_WS307_clip.0033.png,1210-1-Go,376,532,125,305,CSurezNavarro,EKulichkova,Live image,Person,Court player close-up,Court,Birds Eye,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1210-1-Go.png,1
2016_MCA_R03_CSurezNavarro_ESP_vs_EKulichkova_RUS_WS307_clip.0034.png,1211-1-Go,284,424,102,265,CSurezNavarro,EKulichkova,Live image,Person,Court player close-up,Court,Birds Eye,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1211-1-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0023.png,1236-2-Go,181,286,108,230,GGarcia-Lopez,KNishikori,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,2,Player,No,Partially shaded,Profile,No,No,Google,face-1236-2-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0024.png,1237-1-Go,200,297,75,188,GGarcia-Lopez,KNishikori,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Profile,No,No,Google,face-1237-1-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0025.png,1238-3-Go,207,299,193,299,GGarcia-Lopez,KNishikori,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,3,Player,No,Partially shaded,Other,No,No,Google,face-1238-3-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0026.png,1239-1-Go,326,408,112,207,GGarcia-Lopez,KNishikori,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1239-1-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0027.png,1240-1-Go,297,385,7,110,GGarcia-Lopez,KNishikori,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1240-1-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0034.png,1247-3-Go,267,410,70,236,GGarcia-Lopez,KNishikori,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,3,Player,No,Partially shaded,Other,No,No,Google,face-1247-3-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0035.png,1248-1-Go,308,445,49,208,GGarcia-Lopez,KNishikori,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1248-1-Go.png,1
2016_MCA_R03_GGarcia-Lopez_ESP_vs_KNishikori_JPN_MS304_clip.0036.png,1249-1-Go,295,444,89,262,GGarcia-Lopez,KNishikori,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1249-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0008.png,1271-1-Go,372,479,67,192,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Profile,No,No,Google,face-1271-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0009.png,1272-1-Go,368,467,188,303,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1272-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0012.png,1275-4-Go,316,418,165,284,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,4,Player,No,Partially shaded,Other,No,No,Google,face-1275-4-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0013.png,1276-1-Go,323,422,84,199,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1276-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0014.png,1277-1-Go,308,406,185,298,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1277-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0015.png,1278-1-Go,113,216,35,154,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1278-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0016.png,1279-1-Go,276,375,74,189,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Profile,No,No,Google,face-1279-1-Go.png,1
2016_MCA_R03_JTsonga_FRA_vs_PHerbert_FRA_MS303_clip.0017.png,1280-1-Go,287,390,85,205,JTsonga,PHerbert,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,face-1280-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0011.png,1317-1-Go,406,466,110,180,NDjokovic,ASeppi,Live image,Person,Court player close-up,Crowd,Upward Angle,1,Player,No,Shaded,Profile,No,No,Google,face-1317-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0023.png,1319-1-Go,386,535,55,229,NDjokovic,ASeppi,Live image,Person,Court player close-up,Logo wall,Birds Eye,1,Player,No,Partially shaded,Other,No,No,Google,face-1319-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0024.png,1320-1-Go,372,513,94,258,NDjokovic,ASeppi,Live image,Person,Court player close-up,Logo wall,Birds Eye,1,Player,No,Partially shaded,Other,No,No,Google,face-1320-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0036.png,1324-1-Go,432,488,47,112,NDjokovic,ASeppi,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Other,No,No,Google,face-1324-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0038.png,1325-1-Go,405,578,54,255,NDjokovic,ASeppi,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1325-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0039.png,1326-1-Go,378,587,37,280,NDjokovic,ASeppi,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Profile,No,No,Google,face-1326-1-Go.png,1
2016_MCA_R03_NDjokovic_SRB_vs_ASeppi_ITA_MS301_clip.0043.png,1327-1-Go,419,480,81,152,NDjokovic,ASeppi,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Profile,No,No,Google,face-1327-1-Go.png,1
