"FileName","anger","contempt","disgust","fear","happiness","neutral","sadness","surprise","file","graphic","person","situation","bg","shotangle","boxID","detect","obscured","lighting","headangle","glasses","visorhat","type","time.user.self","time.sys.self","time.elapsed","minX","maxX","minY","maxY","matchesManual","size","year","court","round","player1","country1","player2","country2","matchDraw","duplicates","fileID","FaceKey","FaceID"
"face-1764-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_XHan_CHN_vs_YPutintseva_KAZ_WS204_clip.0050.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Shaded","Other","No","Yes","Google",0.088,0.004,2.775,224,331,56,181,TRUE,13375,2016,"SC2","R02","XHan","CHN","YPutintseva","KAZ","WS204",FALSE,1764,"1764-1","1764-1-Go"
"face-1762-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_XHan_CHN_vs_YPutintseva_KAZ_WS204_clip.0043.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.088,0.004,2.935,291,424,60,215,TRUE,20615,2016,"SC2","R02","XHan","CHN","YPutintseva","KAZ","WS204",FALSE,1762,"1762-1","1762-1-Go"
"face-1760-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_XHan_CHN_vs_YPutintseva_KAZ_WS204_clip.0033.png","Live image","Person","Court player close-up","Logo wall","Birds Eye",1,"Player","Yes","Partially shaded","Other","No","Yes","Google",0.1,0.004,2.552,395,525,37,189,TRUE,19760,2016,"SC2","R02","XHan","CHN","YPutintseva","KAZ","WS204",FALSE,1760,"1760-1","1760-1-Go"
"face-1761-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_XHan_CHN_vs_YPutintseva_KAZ_WS204_clip.0042.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","Yes","Partially shaded","Other","No","Yes","Google",0.088,0.004,2.802,313,447,6,162,TRUE,20904,2016,"SC2","R02","XHan","CHN","YPutintseva","KAZ","WS204",FALSE,1761,"1761-1","1761-1-Go"
"face-1757-2-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_XHan_CHN_vs_YPutintseva_KAZ_WS204_clip.0011.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",2,"Player","No","Partially shaded","Other","No","Yes","Google",0.084,0.004,2.844,245,378,39,194,TRUE,20615,2016,"SC2","R02","XHan","CHN","YPutintseva","KAZ","WS204",FALSE,1757,"1757-2","1757-2-Go"
"face-1755-1-Go.png",0.005087524,0.002123155,0.005118939,0.011471507,4.08e-05,0.831087232,0.059718385,0.085352525,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0028.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.128,0.004,3.108,225,434,48,291,TRUE,50787,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1755,"1755-1","1755-1-Go"
"face-1746-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0008.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.12,0.004,2.998,283,372,47,151,TRUE,9256,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1746,"1746-1","1746-1-Go"
"face-1747-1-Go.png",0.00377456,0.002036405,0.000823479,0.003800136,0.00052446,0.9494739,0.004118338,0.035448723,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0009.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.108,0.016,2.874,310,414,50,170,TRUE,12480,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1747,"1747-1","1747-1-Go"
"face-1748-3-Go.png",0.000967926,1.75e-05,0.000303364,0.000190508,0.00031886,0.9833239,0.008625335,0.006252634,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0012.png","Live image","Person","Court player close-up","Court","Birds Eye",3,"Player","No","Partially shaded","Other","No","Yes","Google",0.092,0,2.576,234,422,13,232,TRUE,41172,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1748,"1748-3","1748-3-Go"
"face-1754-1-Go.png",0.004011506,0.005991296,0.008654307,0.006416068,0.001175085,0.817664564,0.126310721,0.029776443,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0026.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.084,0.008,2.937,272,414,27,193,TRUE,23572,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1754,"1754-1","1754-1-Go"
"face-1753-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0022.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.096,0.008,2.822,394,470,56,144,TRUE,6688,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1753,"1753-1","1753-1-Go"
"face-1751-1-Go.png",0.137251765,0.003954149,0.029849293,0.004067628,3.81e-05,0.788725138,0.018269038,0.017844934,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0018.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.108,0,2.752,320,397,44,133,TRUE,6853,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1751,"1751-1","1751-1-Go"
"face-1752-1-Go.png",0.000573754,0.000668127,0.000539532,0.002117494,7.87e-05,0.9554708,0.013765853,0.0267857,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0020.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.1,0.004,2.873,340,437,34,147,TRUE,10961,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1752,"1752-1","1752-1-Go"
"face-1749-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0013.png","Live image","Person","Court player close-up","Court","Birds Eye",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.088,0,2.866,308,453,53,222,TRUE,24505,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1749,"1749-1","1749-1-Go"
"face-1745-1-Go.png",0.001504247,0.000630911,0.002371203,0.003267268,3.04e-05,0.7161049,0.004738471,0.271352619,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0006.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.108,0.004,2.637,315,428,34,164,TRUE,14690,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1745,"1745-1","1745-1-Go"
"face-1750-1-Go.png",0.010488837,0.006339677,0.09281962,0.004693274,0.005011091,0.5431264,0.022277283,0.315243781,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0015.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Other","No","Yes","Google",0.08,0.008,2.686,397,472,64,152,TRUE,6600,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1750,"1750-1","1750-1-Go"
"face-1744-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0005.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",1,"Player","No","Partially shaded","Profile","No","Yes","Google",0.112,0.008,3.019,504,574,37,118,TRUE,5670,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1744,"1744-1","1744-1-Go"
"face-1743-3-Go.png",0.001011953,0.001737437,0.000240807,0.000299341,0.001222127,0.9847034,0.006058273,0.004726668,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0004.png","Live image","Person","Court player close-up","Logo wall","Player Shoulder Height",3,"Player","No","Shaded","Other","No","Yes","Google",0.112,0.012,2.869,317,420,10,131,TRUE,12463,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1743,"1743-3","1743-3-Go"
"face-1742-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_NOsaka_JPN_vs_ESvitolina_UKR_WS222_clip.0003.png","Live image","Person","Court player close-up","Court","Birds Eye",1,"Player","No","Shaded","Profile","No","Yes","Google",0.12,0.008,2.9,266,481,30,280,TRUE,53750,2016,"SC2","R02","NOsaka","JPN","ESvitolina","UKR","WS222",FALSE,1742,"1742-1","1742-1-Go"
"face-1741-8-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0036.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",8,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.16,0.004,3.051,73,192,160,298,TRUE,16422,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1741,"1741-8","1741-8-Go"
"face-1741-7-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0036.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",7,"Fan","No","Shaded","Profile","Yes","Yes","Google",0.16,0.004,3.051,386,498,128,257,TRUE,14448,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1741,"1741-7","1741-7-Go"
"face-1741-5-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0036.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","No","Partially shaded","Profile","Yes","Yes","Google",0.16,0.004,3.051,491,625,104,260,TRUE,20904,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1741,"1741-5","1741-5-Go"
"face-1738-1-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0033.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",1,"Fan","Yes","Shaded","Profile","Yes","Yes","Google",0.124,0,2.955,372,483,117,247,TRUE,14430,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1738,"1738-1","1738-1-Go"
"face-1737-6-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0032.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",6,"Fan","Yes","Shaded","Other","Yes","Yes","Google",0.124,0,2.926,319,427,168,293,TRUE,13500,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1737,"1737-6","1737-6-Go"
"face-1739-5-Go.png",0.001639804,0.001355676,0.001372471,8.72e-06,0.467062026,0.524698436,0.003205854,0.00065703,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0034.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","Yes","Shaded","Profile","Yes","Yes","Google",0.136,0.004,2.865,388,496,129,254,TRUE,13500,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1739,"1739-5","1739-5-Go"
"face-1740-3-Go.png",0.006930516,0.004156733,0.0040938,0.001280767,0.034702748,0.8997565,0.032826524,0.01625243,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0035.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",3,"Fan","No","Partially shaded","Profile","Yes","Yes","Google",0.136,0.012,3.962,489,623,104,260,TRUE,20904,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1740,"1740-3","1740-3-Go"
"face-1740-4-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0035.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",4,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.136,0.012,3.962,73,194,159,299,TRUE,16940,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1740,"1740-4","1740-4-Go"
"face-1741-1-Go.png",0.012775204,0.008211983,0.010487362,0.000353461,0.046029635,0.8970556,0.007779778,0.01730697,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0036.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",1,"Fan","No","Shaded","Profile","No","No","Google",0.16,0.004,3.051,519,640,0,97,TRUE,11737,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1741,"1741-1","1741-1-Go"
"face-1738-2-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0033.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",2,"Fan","Yes","Shaded","Profile","Yes","Yes","Google",0.124,0,2.955,73,188,166,299,TRUE,15295,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1738,"1738-2","1738-2-Go"
"face-1739-8-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0034.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",8,"Fan","Yes","Shaded","Profile","Yes","Yes","Google",0.136,0.004,2.865,71,191,159,298,TRUE,16680,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1739,"1739-8","1739-8-Go"
"face-1739-6-Go.png",0.058863353,0.020224845,0.016278606,0.0025398,0.00827664,0.756209731,0.132837459,0.004769539,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0034.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",6,"Fan","No","Partially shaded","Profile","Yes","Yes","Google",0.136,0.004,2.865,498,639,93,256,TRUE,22983,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1739,"1739-6","1739-6-Go"
"face-1737-5-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0032.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","No","Shaded","Profile","Yes","Yes","Google",0.124,0,2.926,69,189,162,302,TRUE,16800,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1737,"1737-5","1737-5-Go"
"face-1737-4-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0032.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",4,"Fan","No","Shaded","Profile","Yes","Yes","Google",0.124,0,2.926,369,485,123,257,TRUE,15544,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1737,"1737-4","1737-4-Go"
"face-1737-3-Go.png",0.011500124,0.002619773,0.004990043,0.000189916,0.000724678,0.9688925,0.007482317,0.003600616,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0032.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",3,"Fan","No","Partially shaded","Other","Yes","Yes","Google",0.124,0,2.926,499,631,97,251,TRUE,20328,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1737,"1737-3","1737-3-Go"
"face-1736-3-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0031.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",3,"Fan","Yes","Partially shaded","Other","Yes","Yes","Google",0.128,0.004,2.822,96,208,181,311,TRUE,14560,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1736,"1736-3","1736-3-Go"
"face-1736-1-Go.png",0.037411492,0.003636596,0.002925503,0.00630387,0.001575107,0.9057123,0.03025474,0.012180405,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0031.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",1,"Fan","No","Partially shaded","Other","Yes","Yes","Google",0.128,0.004,2.822,486,636,87,262,TRUE,26250,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1736,"1736-1","1736-1-Go"
"face-1736-2-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0031.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",2,"Fan","Yes","Shaded","Profile","Yes","Yes","Google",0.128,0.004,2.822,372,480,131,257,TRUE,13608,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1736,"1736-2","1736-2-Go"
"face-1735-6-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0030.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",6,"Fan","Yes","Partially shaded","Other","Yes","Yes","Google",0.12,0.004,3.065,102,200,190,303,TRUE,11074,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1735,"1735-6","1735-6-Go"
"face-1735-4-Go.png",0.009407789,0.001023,0.018194392,0.001375227,0.000490187,0.8421804,0.042690147,0.08463886,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0030.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",4,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.12,0.004,3.065,491,633,89,254,TRUE,23430,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1735,"1735-4","1735-4-Go"
"face-1734-5-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0029.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","Yes","Partially shaded","Other","Yes","Yes","Google",0.136,0.004,2.827,137,248,120,249,TRUE,14319,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1734,"1734-5","1734-5-Go"
"face-1734-4-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0029.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",4,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.136,0.004,2.827,374,481,124,249,TRUE,13375,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1734,"1734-4","1734-4-Go"
"face-1735-5-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0030.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","Yes","Shaded","Other","Yes","Yes","Google",0.12,0.004,3.065,377,476,139,254,TRUE,11385,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1735,"1735-5","1735-5-Go"
"face-1734-3-Go.png",0.017105078,0.003092874,0.003758613,0.000388072,0.002187519,0.9414566,0.029575367,0.00243589,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0029.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",3,"Fan","Yes","Partially shaded","Other","Yes","Yes","Google",0.136,0.004,2.827,496,631,86,243,TRUE,21195,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1734,"1734-3","1734-3-Go"
"face-1733-5-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0028.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.152,0.004,2.94,115,240,105,250,TRUE,18125,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1733,"1733-5","1733-5-Go"
"face-1733-4-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0028.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",4,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.152,0.004,2.94,378,482,117,237,TRUE,12480,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1733,"1733-4","1733-4-Go"
"face-1733-3-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0028.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",3,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.152,0.004,2.94,498,632,76,231,TRUE,20770,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1733,"1733-3","1733-3-Go"
"face-1732-5-Go.png",NA,NA,NA,NA,NA,NA,NA,NA,"2016_SC2_R02_MRaonic_CAN_vs_TRobredo_ESP_MS221_clip.0027.png","Live image","Person","Crowd","Crowd","Player Shoulder Height",5,"Fan","Yes","Partially shaded","Profile","Yes","Yes","Google",0.136,0.008,2.961,357,461,113,233,TRUE,12480,2016,"SC2","R02","MRaonic","CAN","TRobredo","ESP","MS221",FALSE,1732,"1732-5","1732-5-Go"
