file,graphic,person,situation,bg,shotangle
2016_HSA_R01_BTomic_AUS_vs_DIstomin_UZB_MS157_clip.0023.png,0,1,1,2,0
2016_HSA_R01_BTomic_AUS_vs_DIstomin_UZB_MS157_clip.0024.png,0,1,1,2,0
2016_HSA_R01_BTomic_AUS_vs_DIstomin_UZB_MS157_clip.0025.png,0,1,1,2,0
2016_HSA_R01_BTomic_AUS_vs_DIstomin_UZB_MS157_clip.0026.png,0,1,4,2,0
2016_HSA_R01_BTomic_AUS_vs_DIstomin_UZB_MS157_clip.0027.png,0,1,4,2,0
2016_HSA_R01_BTomic_AUS_vs_DIstomin_UZB_MS157_clip.0028.png,0,1,0,0,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0001.png,0,0,0,0,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0002.png,0,0,0,1,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0003.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0004.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0005.png,0,1,1,2,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0006.png,0,1,0,1,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0007.png,0,1,0,1,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0008.png,0,1,0,1,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0009.png,0,1,0,1,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0010.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0011.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0012.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0013.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0014.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0015.png,0,1,1,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0016.png,0,1,0,1,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0017.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0018.png,0,1,0,0,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0019.png,0,1,0,0,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0020.png,0,1,0,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0021.png,0,1,0,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0022.png,0,1,1,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0023.png,0,1,1,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0024.png,0,1,1,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0025.png,0,1,1,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0026.png,0,1,1,0,2
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0027.png,0,1,3,0,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0028.png,0,1,3,0,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0029.png,0,1,3,0,1
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0030.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0031.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0032.png,0,1,0,2,0
2016_HSA_R01_KBirrell_AUS_vs_KPliskova_CZE_WS156_clip.0033.png,0,1,0,1,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0001.png,0,1,4,0,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0002.png,0,0,4,0,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0003.png,0,0,3,0,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0004.png,0,1,0,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0005.png,0,1,0,2,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0006.png,0,1,0,0,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0007.png,0,1,1,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0008.png,0,1,1,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0009.png,0,1,1,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0010.png,0,1,0,2,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0011.png,0,1,0,2,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0012.png,0,1,0,2,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0013.png,0,1,1,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0014.png,0,1,1,0,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0015.png,0,1,3,0,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0016.png,0,1,3,0,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0017.png,0,1,3,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0018.png,0,1,1,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0019.png,0,1,1,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0020.png,0,1,1,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0021.png,0,1,0,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0022.png,0,1,0,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0023.png,0,1,1,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0024.png,0,1,1,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0025.png,0,1,1,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0026.png,0,1,0,2,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0027.png,0,1,0,2,1
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0028.png,0,1,1,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0029.png,0,1,1,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0030.png,0,1,0,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0031.png,0,1,0,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0032.png,0,1,0,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0033.png,0,1,0,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0034.png,0,1,0,1,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0035.png,0,1,0,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0036.png,0,1,0,2,0
2016_HSA_R01_NKyrgios_AUS_vs_PCarrenoBusta_ESP_MS129_clip.0037.png,0,1,0,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0001.png,0,1,3,0,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0002.png,0,1,3,0,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0003.png,0,1,0,1,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0004.png,0,1,0,1,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0005.png,0,1,0,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0006.png,0,1,0,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0007.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0008.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0009.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0010.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0011.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0012.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0013.png,0,1,0,2,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0014.png,0,1,0,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0015.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0016.png,0,1,0,0,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0017.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0018.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0019.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0020.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0021.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0022.png,0,1,0,1,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0023.png,0,1,0,1,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0024.png,0,1,4,0,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0025.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0026.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0027.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0028.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0029.png,0,1,4,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0030.png,0,1,4,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0031.png,0,1,4,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0032.png,0,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0033.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0034.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0035.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0036.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0037.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0038.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0039.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0040.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0041.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0042.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0043.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0044.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0045.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0046.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0047.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0048.png,1,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0049.png,1,1,4,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0050.png,0,0,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0051.png,0,0,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0052.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0053.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0054.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0055.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0056.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0057.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0058.png,0,1,1,2,0
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0059.png,0,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0060.png,0,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0061.png,0,1,3,0,1
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0062.png,0,1,0,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0063.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0064.png,0,1,3,0,2
2016_HSA_R01_PKohlschreiber_GER_vs_KNishikori_JPN_MS116_clip.0065.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0001.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0002.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0003.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0004.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0005.png,0,1,1,1,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0006.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0007.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0008.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0009.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0010.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0011.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0012.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0013.png,0,1,2,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0014.png,0,1,2,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0015.png,0,1,1,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0016.png,0,1,2,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0017.png,0,1,2,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0018.png,0,1,1,1,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0019.png,0,1,2,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0020.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0021.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0022.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0023.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0024.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0025.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0026.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0027.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0028.png,0,1,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0029.png,0,1,0,0,2
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0030.png,0,1,3,0,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0031.png,0,1,1,1,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0032.png,0,1,0,1,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0033.png,0,1,0,1,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0034.png,0,0,0,1,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0035.png,0,0,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0036.png,0,0,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0037.png,0,0,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0038.png,0,0,0,2,1
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0039.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0040.png,0,1,0,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0041.png,0,1,1,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0042.png,0,1,1,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0043.png,0,1,1,2,0
2016_HSA_R01_SStephens_USA_vs_QWang_CHN_WS121_clip.0044.png,0,1,1,2,0
