"","file","graphic","person","situation","bg","shotangle","boxID","ID","facecounter","detect","obscured","lighting","headangle","glasses","visorhat","type","time.user.self","time.sys.self","time.elapsed","minX","maxX","minY","maxY","matchesManual","size","year","court","round","player1","country1","player2","country2","matchDraw","duplicates"
"16","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0016.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"17","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0017.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"18","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0018.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"19","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0019.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"20","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0020.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"21","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0021.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"22","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0022.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"23","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0023.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"24","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0024.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"25","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0025.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"26","2016_CT6_R01_BJovanovski_SRB_vs_ACornet_FRA_WS163_clip.0026.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","BJovanovski","SRB","ACornet","FRA","WS163",TRUE
"27","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0001.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"28","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0002.png",0,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"29","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0003.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"30","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0004.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"31","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0005.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"32","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"33","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"34","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0008.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"35","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"36","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0010.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"37","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0011.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"38","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"39","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"40","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0014.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"41","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"42","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"43","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"44","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"45","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"46","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"47","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"48","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0022.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"49","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0023.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"50","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"51","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0025.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"52","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0026.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"53","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0027.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"54","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0028.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"55","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0029.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"56","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0030.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"57","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0031.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"58","2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0032.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",TRUE
"59","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0001.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"60","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0002.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"61","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0003.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"62","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0004.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"63","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0005.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"64","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0006.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"65","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0007.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"66","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0008.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"67","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"68","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0010.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"69","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0011.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"70","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0012.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"71","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0013.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"72","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0014.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"73","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0015.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"74","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0016.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"75","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0017.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"76","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0018.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"77","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0019.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"78","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0020.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"79","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0021.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"80","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0022.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"81","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0023.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"82","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0024.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"83","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0025.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"84","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0026.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"85","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0027.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"86","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0028.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"87","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0029.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
"88","2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0030.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",TRUE
