file,graphic,person,situation,bg,shotangle,boxID,detect,obscured,lighting,headangle,glasses,visorhat,type,time.user.self,time.sys.self,time.elapsed,minX,maxX,minY,maxY,matchesManual,size,year,court,round,player1,country1,player2,country2,matchDraw,duplicates,fileID,FaceKey,FaceID
2016_CT6_R01_JBenneteau_FRA_vs_NAlmagro_ESP_MS122_clip.0011.png,Live image,Person,Off court close up of player,Logo wall,Upward Angle,1,Player,No,Shaded,Front on,No,Yes,Google,0.072,0.004,2.827,369,495,58,204,TRUE,18396,2016,CT6,R01,JBenneteau,FRA,NAlmagro,ESP,MS122,FALSE,12,12-Jan,12-1-Go
2016_CT6_R01_JBenneteau_FRA_vs_NAlmagro_ESP_MS122_clip.0012.png,Live image,Person,Off court close up of player,Logo wall,Upward Angle,1,Player,Yes,Shaded,Front on,No,Yes,Google,0.076,0,2.818,380,515,28,185,TRUE,21195,2016,CT6,R01,JBenneteau,FRA,NAlmagro,ESP,MS122,FALSE,13,13-Jan,13-1-Go
2016_CT6_R01_JBenneteau_FRA_vs_NAlmagro_ESP_MS122_clip.0014.png,Live image,Person,Off court close up of player,Logo wall,Upward Angle,1,Player,No,Shaded,Profile,No,Yes,Google,0.08,0,2.932,324,450,30,176,TRUE,18396,2016,CT6,R01,JBenneteau,FRA,NAlmagro,ESP,MS122,FALSE,14,14-Jan,14-1-Go
2016_CT6_R01_JBenneteau_FRA_vs_NAlmagro_ESP_MS122_clip.0016.png,Live image,Person,Off court close up of player,Crowd,Upward Angle,1,Fan,Yes,Shaded,Other,No,No,Google,0.176,0,2.722,562,615,55,117,TRUE,3286,2016,CT6,R01,JBenneteau,FRA,NAlmagro,ESP,MS122,FALSE,15,15-Jan,15-1-Go
2016_CT6_R01_JBenneteau_FRA_vs_NAlmagro_ESP_MS122_clip.0024.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Front on,No,Yes,Google,0.072,0.004,2.735,369,442,3,87,TRUE,6132,2016,CT6,R01,JBenneteau,FRA,NAlmagro,ESP,MS122,FALSE,16,16-Jan,16-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0011.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Other,No,Yes,Google,0.1,0.004,3.062,347,457,44,172,TRUE,14080,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,17,17-Jan,17-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0012.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Other,No,Yes,Google,0.124,0.008,2.891,374,486,52,182,TRUE,14560,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,18,18-Jan,18-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0013.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.076,0.004,2.947,312,448,128,285,TRUE,21352,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,19,19-Jan,19-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0014.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.188,0.004,3.072,306,486,0,189,TRUE,34020,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,20,20-Jan,20-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0019.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.084,0.004,2.372,341,421,28,121,TRUE,7440,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,22,22-Jan,22-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0029.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Other staff on court,Yes,Shaded,Front on,No,Yes,Google,0.172,0,2.953,697,799,229,359,TRUE,13260,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,26,26-Jan,26-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0030.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Front on,No,No,Google,0.108,0.008,2.964,226,463,0,233,TRUE,55221,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,27,27-Jan,27-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0031.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.212,0,2.519,179,359,93,301,TRUE,37440,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,28,28-Jan,28-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0036.png,Live image,Person,Court player close-up,Crowd,Upward Angle,1,Player,Yes,Shaded,Profile,No,Yes,Google,0.128,0.016,3.297,434,497,45,118,TRUE,4599,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,30,30-Jan,30-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0040.png,Live image,Person,Off court close up of player,Logo wall,Upward Angle,1,Player,Yes,Partially shaded,Other,No,Yes,Google,0.104,0.004,2.827,410,507,30,144,TRUE,11058,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,32,32-1,32-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0044.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.12,0.004,2.728,395,457,35,106,TRUE,4402,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,33,33-1,33-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0045.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Front on,No,Yes,Google,0.128,0.004,2.787,398,492,20,129,TRUE,10246,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,34,34-1,34-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0047.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,Yes,Shaded,Other,No,Yes,Google,0.124,0.004,2.868,313,448,25,182,TRUE,21195,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,36,36-1,36-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0049.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.12,0,2.877,318,473,13,193,TRUE,27900,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,37,37-1,37-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0050.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,Yes,Shaded,Other,No,Yes,Google,0.112,0,2.62,332,482,25,199,TRUE,26100,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,38,38-1,38-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0053.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,2,Player,Yes,Shaded,Profile,No,Yes,Google,0.1,0.004,2.728,312,460,17,190,TRUE,25604,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,39,39-2,39-2-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0054.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,2,Player,No,Shaded,Front on,No,Yes,Google,0.116,0.008,3.913,345,491,32,201,TRUE,24674,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,40,40-2,40-2-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0055.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,Yes,Shaded,Other,No,Yes,Google,0.152,0.008,3.1,314,445,48,201,TRUE,20043,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,41,41-1,41-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0056.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,2,Player,Yes,Shaded,Other,No,Yes,Google,0.104,0.012,2.786,345,496,34,210,TRUE,26576,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,42,42-2,42-2-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0057.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.112,0.004,2.91,386,527,31,196,TRUE,23265,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,43,43-1,43-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0058.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,Yes,Google,0.124,0,3.126,308,446,42,203,TRUE,22218,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,44,44-1,44-1-Go
2016_CT6_R01_JMillman_AUS_vs_DSchwartzman_ARG_MS159_clip.0066.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,3,Player,No,Partially shaded,Other,No,Yes,Google,0.108,0.012,3.382,369,443,14,100,TRUE,6364,2016,CT6,R01,JMillman,AUS,DSchwartzman,ARG,MS159,FALSE,45,45-3,45-3-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0025.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Profile,No,No,Google,0.104,0,2.515,580,660,34,126,TRUE,7360,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,46,46-1,46-1-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0026.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Profile,No,No,Google,0.12,0,2.877,262,352,103,208,TRUE,9450,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,47,47-1,47-1-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0033.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,2,Other staff on court,No,Partially shaded,Other,Yes,Yes,Google,0.108,0.004,2.739,204,261,131,197,TRUE,3762,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,49,49-2,49-2-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0033.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Other,No,No,Google,0.108,0.004,2.739,370,431,61,131,TRUE,4270,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,49,49-1,49-1-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0034.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Player,No,Partially shaded,Other,No,No,Google,0.104,0,3.104,350,418,47,126,TRUE,5372,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,50,50-1,50-1-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0035.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Other staff on court,No,Partially shaded,Other,No,Yes,Google,0.116,0,2.799,294,353,92,161,TRUE,4071,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,51,51-1,51-1-Go
2016_CT6_R01_NRubin_USA_vs_BPaire_FRA_MS112_clip.0036.png,Live image,Person,Court player close-up,Logo wall,Upward Angle,1,Other staff on court,No,Partially shaded,Front on,No,Yes,Google,0.12,0.004,2.866,272,327,52,115,TRUE,3465,2016,CT6,R01,NRubin,USA,BPaire,FRA,MS112,FALSE,52,52-1,52-1-Go
2016_CT6_R01_SErrani_ITA_vs_MGasparyan_RUS_WS105_clip.0065.png,Live image,Person,Court in play,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Profile,No,No,Google,0.116,0.008,4.197,347,399,41,101,TRUE,3120,2016,CT6,R01,SErrani,ITA,MGasparyan,RUS,WS105,FALSE,59,59-1,59-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0005.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,2,Player,No,Partially shaded,Profile,No,No,Google,0.092,0.004,3.076,434,515,44,138,TRUE,7614,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,64,64-2,64-2-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0007.png,Live image,Person,Court in play,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,0.112,0.004,2.551,325,377,140,201,TRUE,3172,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,66,66-1,66-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0009.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,0.096,0.008,2.922,201,295,33,142,TRUE,10246,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,68,68-1,68-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0016.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,2,Player,No,Partially shaded,Other,No,No,Google,0.104,0,2.886,292,412,70,210,TRUE,16800,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,69,69-2,69-2-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0017.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,7,Other staff on court,No,Shaded,Profile,No,Yes,Google,0.112,0.004,2.863,273,370,44,156,TRUE,10864,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,70,70-7,70-7-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0017.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Front on,No,No,Google,0.112,0.004,2.863,335,471,36,193,TRUE,21352,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,70,70-1,70-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0034.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,Yes,Partially shaded,Other,No,No,Google,0.116,0.008,2.635,553,738,100,315,TRUE,39775,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,73,73-1,73-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0034.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,2,Player,Yes,Partially shaded,Other,No,No,Google,0.116,0.008,2.635,157,291,39,194,TRUE,20770,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,73,73-2,73-2-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0036.png,Live image,Person,Court in play,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,0.112,0.008,2.833,350,395,65,117,TRUE,2340,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,74,74-1,74-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0037.png,Live image,Person,Court player close-up,Logo wall,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,No,Google,0.108,0,2.571,451,541,206,311,TRUE,9450,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,75,75-1,75-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0042.png,Live image,Person,Court player close-up,Crowd,Player Shoulder Height,1,Player,Yes,Partially shaded,Profile,No,No,Google,0.124,0.012,2.964,368,431,49,123,TRUE,4662,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,76,76-1,76-1-Go
2016_CT6_R02_ABeck_GER_vs_TBacsinszky_SUI_WS220_clip.0043.png,Live image,Person,Court player close-up,Crowd,Player Shoulder Height,3,Player,Yes,Partially shaded,Profile,No,No,Google,0.112,0.004,3.191,355,436,21,114,TRUE,7533,2016,CT6,R02,ABeck,GER,TBacsinszky,SUI,WS220,FALSE,77,77-3,77-3-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0001.png,Live image,Person,Court player close-up,Crowd,Player Shoulder Height,1,Other staff on court,Yes,Partially shaded,Other,No,Yes,Google,0.136,0.016,2.946,140,206,125,201,TRUE,5016,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,90,90-1,90-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0001.png,Live image,Person,Court player close-up,Crowd,Player Shoulder Height,3,Player,No,Partially shaded,Profile,No,Yes,Google,0.136,0.016,2.946,279,359,28,122,TRUE,7520,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,90,90-3,90-3-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0002.png,Live image,Person,Court player close-up,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Front on,No,Yes,Google,0.14,0,3.018,289,373,17,115,TRUE,8232,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,91,91-1,91-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0003.png,Live image,Person,Court player close-up,Crowd,Player Shoulder Height,2,Player,No,Partially shaded,Profile,No,Yes,Google,0.144,0.004,2.771,391,474,20,117,TRUE,8051,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,92,92-2,92-2-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0007.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,7,Fan,No,Partially shaded,Profile,Yes,No,Google,0.148,0.004,2.884,575,627,66,126,TRUE,3120,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,94,94-7,94-7-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0008.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.12,0.008,3.111,334,442,61,186,TRUE,13500,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,95,95-1,95-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0008.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,5,Fan,No,Partially shaded,Other,Yes,No,Google,0.12,0.008,3.111,692,777,0,75,TRUE,6375,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,95,95-5,95-5-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0009.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Front on,No,Yes,Google,0.128,0,3.052,321,442,53,194,TRUE,17061,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,96,96-1,96-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0009.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,5,Fan,No,Partially shaded,Profile,No,No,Google,0.128,0,3.052,80,162,0,56,TRUE,4592,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,96,96-5,96-5-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0013.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.12,0.004,2.668,285,410,45,190,TRUE,18125,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,97,97-1,97-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0013.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,6,Fan,No,Partially shaded,Profile,No,Yes,Google,0.12,0.004,2.668,241,333,66,173,TRUE,9844,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,97,97-6,97-6-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0014.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.124,0.004,3.026,294,421,49,196,TRUE,18669,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,98,98-1,98-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0015.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.128,0.004,2.852,315,438,51,194,TRUE,17589,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,99,99-1,99-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0016.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.132,0.008,2.822,327,440,33,164,TRUE,14803,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,100,100-1,100-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0019.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.104,0.016,2.664,338,446,15,141,TRUE,13608,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,103,103-1,103-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0021.png,Live image,Person,Off court close up of player,Logo wall,Player Shoulder Height,1,Player,No,Shaded,Other,No,No,Google,0.108,0.004,2.749,350,465,32,166,TRUE,15410,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,105,105-1,105-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0022.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.1,0,3.008,331,445,22,155,TRUE,15162,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,106,106-1,106-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0023.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.316,0.012,2.877,330,445,21,155,TRUE,15410,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,107,107-1,107-1-Go
2016_CT6_R02_FLopez_ESP_vs_GPella_ARG_MS227_clip.0024.png,Live image,Person,Off court close up of player,Crowd,Player Shoulder Height,1,Player,No,Partially shaded,Other,No,Yes,Google,0.12,0.004,2.925,333,439,22,145,TRUE,13038,2016,CT6,R02,FLopez,ESP,GPella,ARG,MS227,FALSE,108,108-1,108-1-Go
