"file","graphic","person","situation","bg","shotangle","ID","facecounter","detect","obscured","lighting","headangle","glasses","visorhat","boxID","type","time.user.self","time.sys.self","time.elapsed","minX","maxX","minY","maxY","matchesManual","size","year","court","round","player1","country1","player2","country2","matchDraw","duplicates"
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0005.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0006.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0007.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0008.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0720000000000001,0,2.70099999999999,418,495,68,158,FALSE,6930,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0010.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0720000000000001,0,2.69200000000001,418,509,0,99,FALSE,9009,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0011.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0720000000000001,0,2.59200000000001,283,357,91,177,FALSE,6364,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0012.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0013.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0014.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,"Google",0.100000000000001,0.004,2.923,688,743,54,118,FALSE,3520,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Animetrics",0.159999999999997,0.00999999999999979,4.75699999999961,283,516,21,254,FALSE,54289,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"Skybiometry",0.0099999999999909,0,1.31199999999808,362,398,40.005,76.005,FALSE,1296,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0015.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,"Google",0.100000000000001,0.004,2.923,343,410,13,91,FALSE,5226,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0016.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0719999999999992,0,2.96499999999997,340,418,32,123,FALSE,7098,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0017.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0018.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0599999999999987,0,2.59999999999997,328,408,35,129,FALSE,7520,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0640000000000001,0,2.68600000000004,409,484,55,143,FALSE,6600,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0019.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.279999999999973,0.00999999999999979,1.82199999999966,418,465,84,131,FALSE,2209,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0020.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0021.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0022.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0023.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0024.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0600000000000005,0.004,3.459,361,428,52,129,FALSE,5159,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0025.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.072000000000001,0,2.98899999999998,288,351,58,131,FALSE,4599,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0026.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0027.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0028.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0029.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0030.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0031.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_CGarcia_FRA_vs_BStrycova_CZE_WS145_clip.0032.png",0,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","CGarcia","FRA","BStrycova","CZE","WS145",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0001.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Animetrics",0.149999999999991,0,4.65200000000004,405,474,58,127,FALSE,4761,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0001.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Skybiometry",0.0099999999999909,0,1.28600000000006,422.96,458.96,76.005,112.005,FALSE,1296,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0001.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.300000000000011,0,2.06799999999976,419,465,75,121,FALSE,2116,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0001.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.072000000000001,0,3.10399999999998,386,466,47,140,FALSE,7440,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0002.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0679999999999996,0,2.596,375,447,82,166,FALSE,6048,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0002.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.279999999999973,0,2.18199999999979,397,442,116,161,FALSE,2025,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0002.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Skybiometry",0,0,1.28100000000268,401.96,439.96,117.99,155.97,FALSE,1443.24,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0003.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.279999999999973,0,2.23199999999997,366,411,112,157,FALSE,2025,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0003.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"Google",0.0839999999999996,0.004,2.786,345,418,78,163,FALSE,6205,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0004.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0005.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0006.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0007.png",0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0008.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Skybiometry",0.0099999999999909,0,1.3489999999947,351,385,67.995,102.015,FALSE,1156.68,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0008.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0760000000000005,0,2.69199999999995,350,401,52,112,FALSE,3060,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Skybiometry",0,0,1.36299999999756,471,513,86.0175,128.0025,FALSE,1763.37,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Animetrics",0.149999999999991,0.0100000000000002,6.71600000000035,468,516,87,135,FALSE,2304,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,"Animetrics",0.149999999999991,0.0100000000000002,6.71600000000035,52,93,165,206,FALSE,1681,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0960000000000001,0,2.59000000000003,459,540,53,146,FALSE,7533,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,6,"Google",0.0960000000000001,0,2.59000000000003,47,119,133,217,FALSE,6048,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0009.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.25,0.0499999999999998,2.10699999999997,465,518,82,135,FALSE,2809,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0010.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.29000000000002,0,2.08899999999994,498,548,70,120,FALSE,2500,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0010.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Skybiometry",0,0,1.36500000000524,505.52,542.48,74.52,111.51,FALSE,1367.1504,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0010.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Google",0.0600000000000005,0.00399999999999995,2.459,501,572,45,128,FALSE,5893,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
"2016_CT6_R01_EKulichkova_RUS_vs_APetkovic_GER_WS128_clip.0011.png",0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"Microsoft",0.29000000000002,0,2.13900000000012,430,479,67,116,FALSE,2401,"2016","CT6","R01","EKulichkova","RUS","APetkovic","GER","WS128",FALSE
